,Address,deals2,Tenant,Landlord,Borough,Size,deals7,deals8,Neighborhood,Event Date,Tenant Rep. Agent,Landlord Rep. Agent,Event,Publication Date,Tenant Rep. Firm,Landlord Rep. Firm,,,
3263,412 Columbus Avenue,,Pure Barre,Orleans Realty,Manhattan,1750,,,Upper West Side,10/16/2014,,"Joseph Aquino, Faith Hope Consolo",Retail Leasing,11/25/2014,,Douglas Elliman,,,
3264,221 East Broadway,,Subway,Michael Young Realty,Manhattan,900,,,Chinatown,10/11/2014,"Joseph Aquino, Faith Hope Consolo, Arthur Maglio",,Retail Leasing,11/20/2014,Douglas Elliman,,,,
3265,345 West 145th Street,,Sugar Hill Medical Plaza,Hillview Owners Corportation,Manhattan,3300,,,Central Harlem,10/10/2014,"Joseph Aquino, Faith Hope Consolo, Arthur Maglio",,Retail Leasing,11/19/2014,Douglas Elliman,,,,
3266,708 Saint Nicholas Avenue,,7 Hills RX,Hillview Owners Corportation,Manhattan,800,,,Central Harlem,10/10/2014,"Joseph Aquino, Faith Hope Consolo, Arthur Maglio",,Retail Leasing,11/19/2014,Douglas Elliman,,,,
3267,90 Fifth Avenue,,Peak Performance,RFR Holding,Manhattan,25204,,,Flatiron,10/05/2014,"Frank LaRuffa, Gui Tepedino","AJ Camhi, Oliver Katcher",Retail Leasing,11/14/2014,Roberta Panos,In-house,,,
3268,3 Columbus Circle,,Spirit Halloween,3 Columbus Circle,Manhattan,24162,,,Midtown,10/05/2014,Adam Stupak,"Kelly Gedinsky, Michael Gleicher, Patty Holmstrom,",Retail Leasing,11/14/2014,Task Realty,Winick Realty Group,,,
3269,5510 Broadway,,Blink Fitness,Equity One,Bronx,15000,,,Kingsbridge,10/05/2014,,,Retail Leasing,11/14/2014,,,,,
3270,9029 Flatlands Avenue,,Blink Fitness,,Brooklyn,15000,,,Canarsie,10/05/2014,,,Retail Leasing,11/14/2014,,,,,
3271,123 West 18th Street,,Samsung,Wasserstein Enterprises,Manhattan,15000,,,Chelsea,10/05/2014,"Michael Leff, David Cohen",Andy Udis,Retail Leasing,11/14/2014,Avison Young,ABS Partners Real Estate,,,
3272,616 Scholes Street,,Milestone Auto Parts,,Brooklyn,13000,,,East Williamsburg,10/05/2014,"Howard Darsi, Weising (Bill) Chan",Joseph Nicholas,Retail Leasing,11/14/2014,Kalmon Dolgin Affiliates,Kalmon Dolgin Affiliates,,,
3273,34 West 36th Street,,Dynamex,Haddad International,Manhattan,12000,,,Midtown South,10/05/2014,"Michael Gochman, Jonathan Schifrin","Jordan Kaplan, Kenneth Hochhauser, Zach Diamond,",Retail Leasing,11/14/2014,"Transwestern, JLL",Winick Realty Group,,,
3274,31-00 47th Avenue,,Doughnut Plant,,Queens,11254,,,Hunters Point,10/05/2014,"Dan Gronich, George Graf",Dave Tricarico,Retail Leasing,11/14/2014,Newmark Grubb Knight Frank,Cushman & Wakefield,,,
3275,366 Broadway,,Gourmet Garage,Collect Pond House,Manhattan,10000,,,Tribeca,10/05/2014,"Chase Welles, Jonathan Clott","Darrell Rubens, Lee Block",Retail Leasing,11/14/2014,"The Shopping Center Group, Vision Property",Winick Realty Group,,,
3276,315 East 62th Street,,City Tots LLC,Olmstead Properties,Manhattan,8596,,,Lenox Hill,10/05/2014,Francesco Bardazzi,,Retail Leasing,11/14/2014,PD Properties,,,,
3277,677 Fifth Avenue,,Microsoft Corporation,677 Fifth Avenue Corporation,Manhattan,5000,,,Midtown,10/05/2014,Richard Hodos,"Andrew Kahn, Jonathan Scibilia, Jesse Hutcher,",Retail Leasing,11/14/2014,CBRE,Cushman & Wakefield,,,
3278,1663 Linden Boulevard,,Burger King,Linden Plaza Development LLC,Brooklyn,3600,,,Brownsville,10/05/2014,"Richard Senior, Isaac Shabot","Richard Senior, Isaac Shabot",Retail Leasing,11/14/2014,Ripco Real Estate,Ripco Real Estate,,,
3279,50-09 Second Street,,Brighter Babies,V Partners,Queens,3459,,,Carroll Gardens,10/05/2014,Hal Shapiro,Hal Shapiro,Retail Leasing,11/14/2014,Winick Realty Group,Winick Realty Group,,,
3280,33 Union Square West,"$1,800,000",Dylan's Candy Bar,,Manhattan,3300,,,Flatiron,10/05/2014,"Peter Whitenack, Robert Cohen","Cara Rosenbloom, Steve Ash",Retail Leasing,11/14/2014,RKF,City Connections Realty,,,
3281,1333 Broadway,,Shake Shack,Empire State Realty Trust,Manhattan,3265,,,Midtown South,10/05/2014,"Andrew Goldberg, Matt Chmielecki",Fred Posniak,Retail Leasing,11/14/2014,CBRE,Empire State Realty Trust,,,
3282,556 West 181st Street,,Payless Shoes,,Manhattan,3000,,,Washington Heights,10/05/2014,,Josh Augenbaum,Retail Leasing,11/14/2014,Inline Realty,Augenbaum Realty,,,
3283,4416 13th Avenue,,Payless Shoes,,Brooklyn,3000,,,Borough Park,10/05/2014,,Josh Augenbaum,Retail Leasing,11/14/2014,Inline Realty,Augenbaum Realty,,,
3284,2826 Church Avenue,,Payless Shoes,,Brooklyn,3000,,,Flatbush,10/05/2014,,Josh Augenbaum,Retail Leasing,11/14/2014,Inline Realty,Augenbaum Realty,,,
3285,2056 Broadway,,Just Salad,Brodsky Organization,Manhattan,2700,,,Lincoln Square,10/05/2014,Charles Rapuano,Steven E. Baker,Retail Leasing,11/14/2014,Winick Realty Group,Winick Realty Group,,,
3286,125 Prince Street,,Lululemon Athletica,"125 Prince Street, Inc.",Manhattan,2400,,,Soho,10/05/2014,Jeremy Ezra,,Retail Leasing,11/14/2014,RKF,,,,
3287,1476 Lexington Avenue,,Dog Room Club LLC,East 96th Street,Manhattan,2000,,,Carnegie Hill,10/05/2014,Richard Smith,"Joshua Siegelman, Steven Baker",Retail Leasing,11/14/2014,Winick Realty Group,Winick Realty Group,,,
3288,37 St Marks Place,,Peng's Body Work,133 Second Avenue,Manhattan,1900,,,East Village,10/05/2014,"Melinda Miller, Lee Block","Melinda Miller, Lee Block",Retail Leasing,11/14/2014,Winick Realty Group,Winick Realty Group,,,
3289,127 Prince Street,,Lululemon Athletica,,Manhattan,1800,,,Soho,10/05/2014,Jeremy Ezra,Stephen Tarter,Retail Leasing,11/14/2014,RKF,Coldwell Banker,,,
3290,180 Ninth Avenue,,FIKA,,Manhattan,1750,,,Chelsea,10/05/2014,"Andrew Hawkins, Kyle Williams","William Abramson, Elba Diaz",Retail Leasing,11/14/2014,Transwestern,Buchbinder & Warren,,,
3291,45 East 58th Street,,Caruso,480 Park Ave Corportation,Manhattan,11000,,,Plaza District,10/01/2014,"Joseph Aquino, Faith Hope Consolo",,Retail Leasing,11/10/2014,Douglas Elliman,,,,
3292,536 Madison Avenue,,Peter Millar,E Plus E,Manhattan,3500,,,Plaza District,09/26/2014,,"Joseph Aquino, Faith Hope Consolo",Retail Leasing,11/05/2014,,Douglas Elliman,,,
3293,9-19 Ninth Avenue,,"Aurora Capital Associates, William Gottlieb Real Estate",Restoration Hardware ,Manhattan,70000,,,Chelsea,09/22/2014,"Bobby Cayre, Jared Epstein",Mark Masinter,Retail Leasing,11/01/2014,Aurora Capital Associates,Open Realty Advisors,,,
3294,144 West 37th Street,,NatureWorks Restaurants,,Manhattan,1500,,,Midtown,09/17/2014,"Manny Kabiri, Warren Stein",Manny Kabiri and Warren Stein,Retail Leasing,11/01/2014,Manhattan Commercial Realty,Manhattan Commercial Realty,,,
3295,687 Broadway,,Soho Leather Company,Mercer Square,Manhattan,1450,,,Greenwich Village,09/17/2014,Matthew Schuss,Michael Gleicher and Danielle Weissberg,Retail Leasing,11/01/2014,Winick Realty Group,Winick Realty Group,,,
3296,530 Seventh Avenue,,Anthony L & S,,Manhattan,1400,,,Midtown,09/17/2014,Marc Kritzer,Nicole Goetz and Brian Neugeboren,Retail Leasing,11/01/2014,Millennium Realty Group,Savitt Partners,,,
3297,92 Laight Street,,Reines Gallery,"AA Olympic LLC,",Manhattan,1400,,,Tribeca,09/17/2014,Aaron S. Fishbein,"Roxanne Betesh, James Costello",Retail Leasing,11/01/2014,Winick Realty Group,Sinvin Real Estate,,,
3298,59th StreetColumbus Circle,,Bluwire,Oases RE,Manhattan,1250,,,Upper West Side,09/17/2014,Robin Abrams,Robin Abrams,Retail Leasing,11/01/2014,Lansco,Lansco,,,
3299,59th StreetColumbus Circle,,Specs New York,Oases RE,Manhattan,1250,,,Upper West Side,09/17/2014,Robin Abrams,Robin Abrams,Retail Leasing,11/01/2014,Lansco,Lansco,,,
3300,59th StreetColumbus Circle,,Studio Manhattan,Oases RE,Manhattan,1250,,,Upper West Side,09/17/2014,Robin Abrams,Robin Abrams,Retail Leasing,11/01/2014,Lansco,Lansco,,,
3301,800 Second Avenue,,Chelsea Bagel,,Manhattan,1150,,,Murray Hill,09/17/2014,Matthew Schuss,Hal Shapiro,Retail Leasing,11/01/2014,Winick Realty Group,Winick Realty Group,,,
3302,One Brooklyn Bridge,,Vendome Macaron,,Brooklyn,900,,,Brooklyn Heights,09/17/2014,,"Ryan Condren, Kristina Triglia, George Danut",Retail Leasing,11/01/2014,,CPEX Real Estate,,,
3303,128 East Fourth Street,,Fantastic Tea Shop,Eight Cooper Equities LLC,Manhattan,700,,,East Village,09/17/2014,,,Retail Leasing,11/01/2014,AC Lawrence Commercial,Besen & Associates,,,
3304,22 Spring Street,,Paint Box Art,22 Spring SM LLC,Manhattan,700,,,Nolita,09/17/2014,Matthew Ball,"Lee Block, Darrell Rubens, Matthew Ball",Retail Leasing,11/01/2014,Winick Realty Group,Winick Realty Group,,,
3305,22 Spring Street,,Clay Pot,22 Spring SM LLC,Manhattan,700,,,Nolita,09/17/2014,"Andrew Mandel, Lindsay Charles","Lee Block, Darrell Rubens, Matthew Ball",Retail Leasing,11/01/2014,Ripco Real Estate,Winick Realty Group,,,
3306,63 Flushing Avenue,,E. Vogel Custom Boots and Shoes,,Brooklyn,400,,,Navy Yard,09/17/2014,Richard Gnouma,,Retail Leasing,11/01/2014,Bertwood Realty,,,,
3307,65 Church Street,,Dutch Petals,Transworld Equities,Manhattan,300,,,Financial District,09/17/2014,Abe Bichoupan,,Retail Leasing,11/01/2014,Bertwood Realty,,,,
3308,1031 Lexington Avenue,,Filicori Zecchini,1031 Realty Company,Manhattan,250,,,Upper East Side,09/17/2014,Richard Smith,Joshua Siegelman,Retail Leasing,11/01/2014,Winick Realty Group,Winick Realty Group,,,
3309,218 West 135th Street,,Behind the Book,Greater Harlem Housing Development,Manhattan,2000,,,Central Harlem,09/03/2014,"Joseph Aquino, Faith Hope Consolo, Arthur Maglio",,Retail Leasing,10/13/2014,Douglas Elliman,,,,
3310,233 West 135th Street,,Infrastructure Engineering,Greater Harlem Housing Development,Manhattan,1500,,,Central Harlem,09/03/2014,"Joseph Aquino, Faith Hope Consolo, Arthur Maglio",,Retail Leasing,10/13/2014,Douglas Elliman,,,,
3311,2529 Frederick Douglass Boulevard,,YSB Salon,Greater Harlem Housing Development,Manhattan,750,,,Central Harlem,09/03/2014,"Joseph Aquino, Faith Hope Consolo, Arthur Maglio",,Retail Leasing,10/13/2014,Douglas Elliman,,,,
3312,2 Gansevoort Street,,William Kaufman Organization,Theory,Manhattan,79000,,,West Village,08/22/2014,Michael Lenchner,"Brian Waterman, Lance Korman",Retail Leasing,10/01/2014,Sage Realty,Newmark Grubb Knight Frank,,,
3313,380 Amsterdam Avenue,,Duane Reade,Amstore Limited,Manhattan,7360,,,Upper West Side,08/22/2014,JeffWinick,Alan Grossman,Retail Leasing,10/01/2014,Winick Realty Group,ARG Advisors,,,
3314,676 Broadway,,Kiki Riki,,Manhattan,6450,,,Noho,08/22/2014,"Barry Bernstein, Roy Garipian, Sean Hoffman","Ilyssa Schwartzberg, Ike Bibi",Retail Leasing,10/01/2014,EVO Real Estate Group,Laura Pomerantz Real Estate,,,
3315,56 Reade Street,,Grazin Diner,,Manhattan,5600,,,Tribeca,08/22/2014,,"Andrew Stern, Christopher Johnson",Retail Leasing,10/01/2014,,RKF,,,
3316,494 Greenwich Street,,Boris Bidjan Saberi,,Manhattan,5337,,,Soho,08/22/2014,,Gregory Kim,Retail Leasing,10/01/2014,,Veracity Real Estate Management,,,
3317,167 Avenue A,,Ethos,Kushner Companies,Manhattan,3680,,,East Village,08/22/2014,"Ross Berkowitz, Jonathan Butwin, Yanni Marmarou","Ross Berkowitz, Andrew Stern, Ryan Horvath, Jonathan Butwin",Retail Leasing,10/01/2014,RKF,RKF,,,
3318,51 Amsterdam Avenue,,CrossFit SPOT,West 62nd Street,Manhattan,3388,,,Lincoln Square,08/22/2014,Kelly Gedinsky,"Steven Baker, Kelly Gedinsky",Retail Leasing,10/01/2014,Winick Realty Group,Winick Realty Group,,,
3319,153 West 27th Street,,Downtown Floor Supplies,Justin Properties,Manhattan,3050,,,Chelsea,08/22/2014,Ioannis Kourtis,,Retail Leasing,10/01/2014,NY Citi Group Realty,,,,
3320,716 Broadway,,Foot Locker,,Manhattan,3000,,,Noho,08/22/2014,,Brendan Gotch,Retail Leasing,10/01/2014,,Massey Knakal Realty Services,,,
3321,185 Seventh Avenue,,Chipotle Mexican Grill,Reyad Realty,Manhattan,2500,,,Chelsea,08/22/2014,"Diana Boutross, Kenneth Hochhauser","Diana Boutross, Kenneth Hochhauser",Retail Leasing,10/01/2014,Winick Realty Group,Winick Realty Group,,,
3322,147 Reade Street,,New York City Language,Greenwich Street,Manhattan,2500,,,Tribeca,08/22/2014,"Hal Shapiro, Charles Rapuano",Josh Siegelman,Retail Leasing,10/01/2014,Winick Realty Group,Winick Realty Group,,,
3323,1111 First Avenue,,Bagel Express,VP1,Manhattan,2300,,,Lenox Hill,08/22/2014,Hal Shapiro,Hal Shapiro,Retail Leasing,10/01/2014,Winick Realty Group,Winick Realty Group,,,
3324,104 Franklin Street,,Egg by Susan Lazar,104 Franklin Street,Manhattan,2200,,,Tribeca,08/22/2014,Brett Maslin,Guillermo Suarez,Retail Leasing,10/01/2014,Adams & Company,Massey Knakal Realty Services,,,
3325,36 West 34th Street,,Next Vanity Hair Salon,BLDG Management,Manhattan,2020,,,Garment District,08/22/2014,Albert Manopla,Cory Winick,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Winick Realty Group,,,
3326,140 Eighth Avenue,,Just Salad,,Manhattan,1900,,,Chelsea,08/22/2014,Abie Dweck,Rafe Evans,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Walker Malloy & Company,,,
3327,35 West 38th Street,,Delgado Travel,Flame Realty,Manhattan,1800,,,Garment District,08/22/2014,Albert Manopla,Albert Manopla,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Kassin Sabbagh Realty,,,
3328,16 West 18th Street,,Rent the Runway,Audio and Video,Manhattan,1706,,,Flatiron,08/22/2014,Kelly Gedinsky,Alan Napack,Retail Leasing,10/01/2014,Winick Realty Group,Cushman & Wakefield,,,
3329,1200 Madison Avenue,,Bluemercury,,Manhattan,1705,,,Carnegie Hill,08/22/2014,,"Beth Rosen, Tess Jacoby",Retail Leasing,10/01/2014,,RKF,,,
3330,385 Canal Street,,Canal Iconic Magazines,,Manhattan,1500,,,Soho,08/22/2014,,Gregory Kim,Retail Leasing,10/01/2014,,Veracity Real Estate Management,,,
3331,1710 Broadway,,NYC Gifts & Luggage,,Manhattan,1500,,,Midtown West,08/22/2014,Bunny Escava,,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,,,,
3332,14 West 45th Street,,Time for Spa,,Manhattan,1300,,,Grand Central,08/22/2014,Albert Manopla,Annie Yao,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Buchbinder & Warren,,,
3333,132 Mulberry Street,,Hat & T-Shirts,,Manhattan,1300,,,Little Italy,08/22/2014,Robert Frischman,Robert Frischman,Retail Leasing,10/01/2014,EVO Real Estate Group,EVO Real Estate Group,,,
3334,157 Seventh Avenue,,Fika,20th & Seventh Associates,Manhattan,1270,,,Chelsea,08/22/2014,Andrew Hawkins,"Steven Baker, Ross Burack",Retail Leasing,10/01/2014,Transwestern,Winick Realty Group,,,
3335,439 Lenox Avenue,,The Harlem Pizza Joint,ABJ Properties,Manhattan,850,,,Central Harlem,08/22/2014,Matt Mager,Jon Kamali,Retail Leasing,10/01/2014,Besen & Associates,Besen & Associates,,,
3336,61 East 8th Street,,Vive La Crepe,Empire State Realty Trust,Manhattan,850,,,Greenwich Village,08/22/2014,"Albert Manopla, Meyer Tawil",Louis Joachim,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Rose Associates,,,
3337,141 Eighth Avenue,,Boom Sushi,,Manhattan,826,,,Chelsea,08/22/2014,"Alan Shmaruk, Michael Sherman","Benjamin Birnbaum, Mark Utreras",Retail Leasing,10/01/2014,Manhattes Group,Newmark Grubb Knight Frank,,,
3338,82 Second Avenue,,Golden Crepes,Terrence Lowenberg,Manhattan,800,,,East Village,08/22/2014,"Abraham Zarif, Albert Manopla",,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Icon Realty Management,,,
3339,205 Allen Street,,Vivi Bubble Tea,Dariko NY,Manhattan,800,,,Lower East Side,08/22/2014,Albert Manopla,Doug Kleiman,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Ripco Real Estate,,,
3340,12 John Street,,Coco Fresh Tea,Transworld Equities,Manhattan,800,,,Financial District,08/22/2014,Bunny Escava,,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,,,,
3341,62 West 56th Street,,Beyond Sushi,BLDG Management,Manhattan,720,,,Plaza District,08/22/2014,Lindsay Charles,Adam Langer,Retail Leasing,10/01/2014,Ripco Real Estate,Winick Realty Group,,,
3342,315 Seventh Avenue,,Ruby Reflexology,,Manhattan,700,,,Chelsea,08/22/2014,Albert Manopla,,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,,,,
3343,59 West 30th Street,,Vivi Bubble Tea,Justin Management,Manhattan,600,,,NoMad,08/22/2014,Albert Manopla,Albert Manopla,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Kassin Sabbagh Realty,,,
3344,741 Second Avenue,,Highpoint Cleaners,,Manhattan,600,,,Murray Hill,08/22/2014,Jeffrey Znaty,Jeffrey Znaty,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Kassin Sabbagh Realty,,,
3345,607 Ninth Avenue,,Vivi Bubble Tea,Ninth Avenue Realty,Manhattan,600,,,Clinton,08/22/2014,Albert Manopla,"Steve Rappaport, Margie Sarway",Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Sinvin Real Estate,,,
3346,1142 Lexington Avenue,,Vive La Crepe,Lexington 79th Street,Manhattan,600,,,Upper East Side,08/22/2014,"Albert Manopla, Meyer Tawil",Burt Wallack,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Wallack Management,,,
3347,495 Ninth Avenue,,Aminov Salon,,Manhattan,500,,,Hudson Yards,08/22/2014,Abraham Zarif,,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,,,,
3348,1044 Lexington Avenue,,Cabochon Jewelry,,Manhattan,480,,,Upper East Side,08/22/2014,,"Ariel Schuster, Jackie Totolo",Retail Leasing,10/01/2014,,RKF,,,
3349,518 Kings Highway,,Duane Reade,Kings Highway Realty,Brooklyn,6470,,,Gravesend,08/17/2014,Louis Eisinger,,Retail Leasing,10/01/2014,Winick Realty Group,,,,
3350,986 Southern Boulevard,,Blazing Deals,Garstaff Realty Mgmt,Bronx,4000,,,Longwood,08/17/2014,Meyer Tawil,Meyer Tawil,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Kassin Sabbagh Realty,,,
3351,1 Fordham Plaza,,Chipotle Mexican Grill,One Fordham Plaza,Bronx,3425,,,Fordham,08/17/2014,"Diana Boutross, Kenneth Hochhauser",Mike Mahoney,Retail Leasing,10/01/2014,Winick Realty Group,Ripco Real Esate,,,
3352,50-09 Second Street,,Tiger J Taekwondo,V Partners LLC,Queens,2963,,,Long Island City,08/17/2014,Daniel Kim,Hal Shapiro,Retail Leasing,10/01/2014,Charles Rutenberg Realty,Winick Realty Group,,,
3353,2117-21 Avenue U,,Popular Community Bank,,Brooklyn,2300,,,Sheepshead Bay,08/17/2014,Josh Augenbaum,,Retail Leasing,10/01/2014,Augenbaum Realty,,,,
3354,458 Fifth Avenue,,Spirit Halloween Superstores LLC,819 Realty Group LLC,Brooklyn,2200,,,South Slope,08/17/2014,,,Retail Leasing,10/01/2014,,M.C. O'Brien,,,
3355,17387 86th Street,,Sherwin Williams Corp.,Jovi Realty Corp.,Brooklyn,2100,,,Bath Beach,08/17/2014,John Oliveri,John Oliveri,Retail Leasing,10/01/2014,STL Realty,STL Realty,,,
3356,1212 Kings Highway,,GNC,,Brooklyn,2000,,,Sheepshead Bay,08/17/2014,,Josh Augenbaum,Retail Leasing,10/01/2014,In Line Realty,Augenbaum Realty,,,
3357,946 Flatbush Avenue,,Princess Clothes,,Brooklyn,2000,,,Flatbush,08/17/2014,Josh Augenbaum,Josh Augenbaum,Retail Leasing,10/01/2014,Augenbaum Realty,Augenbaum Realty,,,
3358,8625 Fourth Avenue,,Taco Bell,8625 Realty Corp.,Brooklyn,1875,,,Fort Hamilton,08/17/2014,Allie Beyda,George Pantelidis,Retail Leasing,10/01/2014,Augenbaum Realty,Pan Brothers Associates,,,
3359,1944 Coney Island Avenue,,First Class Advance,,Brooklyn,1000,,,Midwood,08/17/2014,Richard Bailey,,Retail Leasing,10/01/2014,Kassin Sabbagh Realty,Kassin Sabbagh Realty,,,
3360,1584 Flatbush Avenue,,Vitamin Shoppe,,Brooklyn,810,,,Flatbush,08/17/2014,Crown Acquisitions,Josh Augenbaum,Retail Leasing,10/01/2014,,Augenbaum Realty,,,
3361,303 10th Avenue,,Hudson Market,Atlantic Development Group,Manhattan,5100,,,Chelsea,07/23/2014,Alexander Hill,,Retail Leasing,09/01/2014,Eastern Consolidated,,,,
3362,520 Main Street,,Precious Care,Hudson Related Real Estate,Manhattan,3800,,,Roosevelt Island,07/23/2014,"Hal Shapiro, Steven Weissmann",Hal Shapiro,Retail Leasing,09/01/2014,Winick Realty Group,Winick Realty Group,,,
3363,401 East 84th Street,,The House of Little People,A.I.B. Management,Manhattan,2800,,,Yorkville,07/23/2014,,"Andrew Stern, Ariel Schuster, Yael Amron",Retail Leasing,09/01/2014,,RKF,,,
3364,906 Third Avenue,,Chipotle Mexican Grill,162 East 55th Street,Manhattan,2400,,,Plaza District,07/23/2014,"Kenneth Hochhauser, Josh Siegelman",,Retail Leasing,09/01/2014,Winick Realty Group,,,,
3365,320 South End Avenue,,Chipotle Mexican Grill,Lefrak Organization,Manhattan,2361,,,Battery Park City,07/23/2014,,Mark Kapnick,Retail Leasing,09/01/2014,Winick Realty Group,SRS Real Estate Partners,,,
3366,14 Avenue B,,Shampoo,,Manhattan,2334,,,East Village,07/23/2014,"Ross Berkowitz, Jonathan Butwin, Ryan Horvath, Andrew Stern","Ross Berkowitz, Jonathan Butwin, Ryan Horvath, Andrew Stern",Retail Leasing,09/01/2014,RKF,RKF,,,
3367,9 West 20th Street,,Duxiana,,Manhattan,1900,,,Flatiron,07/23/2014,,"Gary Alterman, Ross Berkowitz, Brandon Berger",Retail Leasing,09/01/2014,,RKF,,,
3368,1 New York Plaza,,Chipotle Mexican Grill,Brookfield Office Properties,Manhattan,1828,,,Financial District,07/23/2014,Kenneth Hochhauser,"Steven Baker, Kenneth Hochhauser",Retail Leasing,09/01/2014,Winick Realty Group,Winick Realty Group,,,
3369,92 West Houston Street,,,,Manhattan,1800,,,Greenwich Village,07/23/2014,Adrian Berger,Brendan Gotch,Retail Leasing,09/01/2014,Corner Commercial Real Estate,Massey Knakal Realty Services,,,
3370,398 Broome Street,,Fillmore & 5th,Coral Broome Street,Manhattan,1680,,,Nolita,07/23/2014,"Jordan Cohn, Jacqueline Klinger","Darrell Rubens, Aaron Fishbein",Retail Leasing,09/01/2014,SCG Retail,Winick Realty Group,,,
3371,666 Lexington Avenue,,World of Wines,Darnet Realty Associates,Manhattan,1400,,,Plaza District,07/23/2014,Jonathan Banayan,Jonathan Banayan,Retail Leasing,09/01/2014,Winick Realty Group,Winick Realty Group,,,
3372,94 Charles Street,,Billy Reid,,Manhattan,1400,,,West Village,07/23/2014,"Beth Rosen, Karen Bellantoni",,Retail Leasing,09/01/2014,RKF,,,,
